Entry,Catalytic activity
Q4WWR8,"CATALYTIC ACTIVITY: Reaction=L-aspartate 4-semialdehyde + phosphate + NADP(+) = 4-phospho-L-aspartate + NADPH + H(+); Xref=Rhea:RHEA:24284, ChEBI:CHEBI:15378, ChEBI:CHEBI:43474, ChEBI:CHEBI:57535, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349, ChEBI:CHEBI:537519; EC=1.2.1.11; Evidence={ECO:0000269|PubMed:28045392, ECO:0000269|PubMed:29608391}; PhysiologicalDirection=right-to-left; Xref=Rhea:RHEA:24286; Evidence={ECO:0000269|PubMed:28045392, ECO:0000269|PubMed:29608391};"
Q4WXE6,CATALYTIC ACTIVITY: Reaction=Random endo-hydrolysis of N-acetyl-beta-D-glucosaminide (1->4)-beta-linkages in chitin and chitodextrins.; EC=3.2.1.14; Evidence={ECO:0000305|PubMed:30971696};
Q4WXF4,"CATALYTIC ACTIVITY: Reaction=(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + glycine + H2O = (6S)-5,6,7,8-tetrahydrofolate + L-serine; Xref=Rhea:RHEA:15481, ChEBI:CHEBI:15377, ChEBI:CHEBI:15636, ChEBI:CHEBI:33384, ChEBI:CHEBI:57305, ChEBI:CHEBI:57453; EC=2.1.2.1; Evidence={ECO:0000250|UniProtKB:P34896};"
Q53AM4,CATALYTIC ACTIVITY: Reaction=Autocatalytic release of the core protein from the N-terminus of the togavirus structural polyprotein by hydrolysis of a -Trp-|-Ser- bond.; EC=3.4.21.90; Evidence={ECO:0000250|UniProtKB:P03315};
Q584D1,"CATALYTIC ACTIVITY: Reaction=2 a 1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol) = a cardiolipin + glycerol; Xref=Rhea:RHEA:31451, ChEBI:CHEBI:17754, ChEBI:CHEBI:62237, ChEBI:CHEBI:64716; Evidence={ECO:0000305|PubMed:22451910};"
Q58T34,"CATALYTIC ACTIVITY: Reaction=L-fucose + ATP = beta-L-fucose 1-phosphate + ADP + H(+); Xref=Rhea:RHEA:13241, ChEBI:CHEBI:2181, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:57268, ChEBI:CHEBI:456216; EC=2.7.1.52; Evidence={ECO:0000269|PubMed:30242642}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:13242; Evidence={ECO:0000305|PubMed:30242642}; CATALYTIC ACTIVITY: Reaction=beta-L-fucose 1-phosphate + GTP + H(+) = GDP-beta-L-fucose + diphosphate; Xref=Rhea:RHEA:13549, ChEBI:CHEBI:15378, ChEBI:CHEBI:33019, ChEBI:CHEBI:37565, ChEBI:CHEBI:57268, ChEBI:CHEBI:57273; EC=2.7.7.30; Evidence={ECO:0000269|PubMed:30242642}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:13550; Evidence={ECO:0000305|PubMed:30242642};"
Q5ALM0,"CATALYTIC ACTIVITY: Reaction=L-aspartate 4-semialdehyde + phosphate + NADP(+) = 4-phospho-L-aspartate + NADPH + H(+); Xref=Rhea:RHEA:24284, ChEBI:CHEBI:15378, ChEBI:CHEBI:43474, ChEBI:CHEBI:57535, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349, ChEBI:CHEBI:537519; EC=1.2.1.11; Evidence={ECO:0000269|PubMed:20124701, ECO:0000269|PubMed:29608391, ECO:0000269|PubMed:32383780, ECO:0000269|PubMed:34469014}; PhysiologicalDirection=right-to-left; Xref=Rhea:RHEA:24286; Evidence={ECO:0000269|PubMed:20124701, ECO:0000269|PubMed:29608391, ECO:0000269|PubMed:32383780, ECO:0000269|PubMed:34469014};"
Q5AV79,"CATALYTIC ACTIVITY: Reaction=enterobactin + 3 H2O = 3 N-(2,3-dihydroxybenzoyl)-L-serine + 2 H(+); Xref=Rhea:RHEA:28018, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:58154, ChEBI:CHEBI:77805; Evidence={ECO:0000269|PubMed:30070018}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:28019; Evidence={ECO:0000269|PubMed:30070018};"
Q5F6V8,"CATALYTIC ACTIVITY: Reaction=Couples ATP hydrolysis with the unwinding of duplex DNA by translocating in the 3'-5' direction.; EC=5.6.2.4; Evidence={ECO:0000255|HAMAP-Rule:MF_00983, ECO:0000305|PubMed:21861872, ECO:0000305|PubMed:23193948}; CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + phosphate + H(+); Xref=Rhea:RHEA:13065, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=5.6.2.4; Evidence={ECO:0000255|HAMAP-Rule:MF_00983, ECO:0000269|PubMed:21861872, ECO:0000269|PubMed:23193948};"
Q5JHC6,"CATALYTIC ACTIVITY: Reaction=cytidine(34) in elongator tRNA(Met) + acetyl-CoA + ATP + H2O = N(4)-acetylcytidine(34) in elongator tRNA(Met) + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:43788, Rhea:RHEA-COMP:10693, Rhea:RHEA-COMP:10694, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; EC=2.3.1.193; Evidence={ECO:0000255|HAMAP-Rule:MF_01886, ECO:0000269|PubMed:32555463}; CATALYTIC ACTIVITY: Reaction=a cytidine in RNA + acetyl-CoA + ATP + H2O = an N(4)-acetylcytidine in RNA + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:82211, Rhea:RHEA-COMP:15704, Rhea:RHEA-COMP:19834, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; Evidence={ECO:0000305|PubMed:32555463}; CATALYTIC ACTIVITY: Reaction=a cytidine in tRNA + acetyl-CoA + ATP + H2O = an N(4)-acetylcytidine in tRNA + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:53876, Rhea:RHEA-COMP:13670, Rhea:RHEA-COMP:13671, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; Evidence={ECO:0000269|PubMed:32555463}; CATALYTIC ACTIVITY: Reaction=a cytidine in mRNA + acetyl-CoA + ATP + H2O = an N(4)-acetylcytidine in mRNA + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:58480, Rhea:RHEA-COMP:15145, Rhea:RHEA-COMP:15146, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; Evidence={ECO:0000269|PubMed:32555463};"
Q5KIM6,"CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + phosphate + H(+); Xref=Rhea:RHEA:13065, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; Evidence={ECO:0000269|PubMed:11244063};"
Q5KPK7,"CATALYTIC ACTIVITY: Reaction=L-aspartate 4-semialdehyde + phosphate + NADP(+) = 4-phospho-L-aspartate + NADPH + H(+); Xref=Rhea:RHEA:24284, ChEBI:CHEBI:15378, ChEBI:CHEBI:43474, ChEBI:CHEBI:57535, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349, ChEBI:CHEBI:537519; EC=1.2.1.11; Evidence={ECO:0000269|PubMed:26527262, ECO:0000269|PubMed:29608391}; PhysiologicalDirection=right-to-left; Xref=Rhea:RHEA:24286; Evidence={ECO:0000269|PubMed:26527262, ECO:0000269|PubMed:29608391};"
Q5SC50,"CATALYTIC ACTIVITY: Reaction=RNA(n) + a ribonucleoside 5'-triphosphate = RNA(n+1) + diphosphate; Xref=Rhea:RHEA:21248, Rhea:RHEA-COMP:14527, Rhea:RHEA-COMP:17342, ChEBI:CHEBI:33019, ChEBI:CHEBI:61557, ChEBI:CHEBI:140395; EC=2.7.7.48; Evidence={ECO:0000255|PROSITE-ProRule:PRU00539}; CATALYTIC ACTIVITY: Reaction=a 5'-end (5'-triphosphoguanosine)-adenylyl-adenylyl-cytidylyl-adenosine in mRNA + 2 S-adenosyl-L-methionine = a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(2'-O-methyladenylyl)-adenylyl-cytidylyl-adenosine in mRNA + 2 S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:65376, Rhea:RHEA-COMP:16797, Rhea:RHEA-COMP:16798, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:156483, ChEBI:CHEBI:156484; EC=2.1.1.375; Evidence={ECO:0000250|UniProtKB:P03523}; CATALYTIC ACTIVITY: Reaction=a 5'-end (5'-triphosphoguanosine)-adenylyl-adenylyl-cytidylyl-adenosine in mRNA + S-adenosyl-L-methionine = a 5'-end (5'-triphosphoguanosine)-(2'-O-methyladenylyl)-adenylyl-cytidylyl-adenosine in mRNA + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:65380, Rhea:RHEA-COMP:16797, Rhea:RHEA-COMP:16801, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:156482, ChEBI:CHEBI:156484; Evidence={ECO:0000250|UniProtKB:P03523}; CATALYTIC ACTIVITY: Reaction=a 5'-end triphospho-adenylyl-adenylyl-cytidylyl-adenosine in mRNA + GDP + H(+) = a 5'-end (5'-triphosphoguanosine)-adenylyl-adenylyl-cytidylyl-adenosine in mRNA + diphosphate; Xref=Rhea:RHEA:65436, Rhea:RHEA-COMP:16797, Rhea:RHEA-COMP:16799, ChEBI:CHEBI:15378, ChEBI:CHEBI:33019, ChEBI:CHEBI:58189, ChEBI:CHEBI:156484, ChEBI:CHEBI:156503; EC=2.7.7.88; Evidence={ECO:0000250|UniProtKB:P28887}; CATALYTIC ACTIVITY: Reaction=a 5'-end (5'-triphosphoguanosine)-(2'-O-methyladenylyl)-adenylyl-cytidylyl-adenosine in mRNA + S-adenosyl-L-methionine = a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(2'-O-methyladenylyl)-adenylyl-cytidylyl-adenosine in mRNA + S-adenosyl-L-homocysteine; Xref=Rhea:RHEA:65440, Rhea:RHEA-COMP:16798, Rhea:RHEA-COMP:16801, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:156482, ChEBI:CHEBI:156483; Evidence={ECO:0000250|UniProtKB:P03523}; CATALYTIC ACTIVITY: Reaction=GTP + H2O = GDP + phosphate + H(+); Xref=Rhea:RHEA:19669, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:37565, ChEBI:CHEBI:43474, ChEBI:CHEBI:58189; Evidence={ECO:0000250|UniProtKB:P28887};"
Q5SC51,"CATALYTIC ACTIVITY: Reaction=Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)- glycosidic linkages of terminal sialic acid residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.; EC=3.2.1.18; Evidence={ECO:0000250|UniProtKB:Q9WAF5};"
Q5TVM9,"CATALYTIC ACTIVITY: Reaction=a ribonucleoside 5'-triphosphate + 2 H2O = a ribonucleoside 5'-phosphate + 2 phosphate + 2 H(+); Xref=Rhea:RHEA:36795, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:43474, ChEBI:CHEBI:58043, ChEBI:CHEBI:61557; EC=3.6.1.5; Evidence={ECO:0000269|PubMed:39294191};"
Q6LXX7,"CATALYTIC ACTIVITY: Reaction=L-ornithine = L-proline + NH4(+); Xref=Rhea:RHEA:24368, ChEBI:CHEBI:28938, ChEBI:CHEBI:46911, ChEBI:CHEBI:60039; EC=4.3.1.12; Evidence={ECO:0000269|PubMed:30636068};"
Q6XEC0,"CATALYTIC ACTIVITY: Reaction=a beta-lactam + H2O = a substituted beta-amino acid; Xref=Rhea:RHEA:20401, ChEBI:CHEBI:15377, ChEBI:CHEBI:35627, ChEBI:CHEBI:140347; EC=3.5.2.6; Evidence={ECO:0000269|PubMed:14693513, ECO:0000269|PubMed:19477418, ECO:0000269|PubMed:27073009, ECO:0000269|PubMed:38161376};"
Q70KH3,"CATALYTIC ACTIVITY: Reaction=demethylluteothin + S-adenosyl-L-methionine = luteothin + S-adenosyl-L-homocysteine; Xref=Rhea:RHEA:59064, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:142840, ChEBI:CHEBI:142870; EC=2.1.1.353; Evidence={ECO:0000269|PubMed:16292785}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:59065; Evidence={ECO:0000269|PubMed:16292785};"
Q70KH6,"CATALYTIC ACTIVITY: Reaction=luteothin + 4 reduced [2Fe-2S]-[ferredoxin] + 2 O2 + 4 H(+) = aureothin + 4 oxidized [2Fe-2S]-[ferredoxin] + 3 H2O; Xref=Rhea:RHEA:58824, Rhea:RHEA-COMP:10000, Rhea:RHEA-COMP:10001, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:33737, ChEBI:CHEBI:33738, ChEBI:CHEBI:80024, ChEBI:CHEBI:142840; EC=1.14.15.37; Evidence={ECO:0000269|PubMed:18855960, ECO:0000269|PubMed:21280577, ECO:0000305|PubMed:15612710}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:58825; Evidence={ECO:0000305|PubMed:15612710, ECO:0000305|PubMed:18855960, ECO:0000305|PubMed:21280577};"
Q7K6A5,"CATALYTIC ACTIVITY: Reaction=ATP + H2O + xenobioticSide 1 = ADP + phosphate + xenobioticSide 2.; EC=7.6.2.2; Evidence={ECO:0000269|PubMed:35507548, ECO:0000269|PubMed:37527341};"
Q7PYT9,"CATALYTIC ACTIVITY: Reaction=Hydrolysis of terminal, non-reducing (1->4)-linked alpha-D-glucose residues with release of alpha-D-glucose.; EC=3.2.1.20; Evidence={ECO:0000269|PubMed:38428508};"
Q83XP3,"CATALYTIC ACTIVITY: Reaction=(2R,3R,5S)-2-(S-pantetheinyl)-carbapenam-3-carboxylate + AH2 + 2 S-adenosyl-L-methionine = (2R,3R,5S,6R)-6-(methyl)-2-(S-pantetheinyl)-carbapenam-3-carboxylate + 5'-deoxyadenosine + L-methionine + A + S-adenosyl-L-homocysteine + 2 H(+); Xref=Rhea:RHEA:79659, ChEBI:CHEBI:13193, ChEBI:CHEBI:15378, ChEBI:CHEBI:17319, ChEBI:CHEBI:17499, ChEBI:CHEBI:57844, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:230520, ChEBI:CHEBI:230521; EC=2.1.1.394; Evidence={ECO:0000269|PubMed:26240322, ECO:0000269|PubMed:31774078, ECO:0000269|PubMed:36042702}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:79660; Evidence={ECO:0000269|PubMed:26240322}; CATALYTIC ACTIVITY: Reaction=(2R,3R,5S,6R)-6-(methyl)-2-(S-pantetheinyl)-carbapenam-3-carboxylate + AH2 + 2 S-adenosyl-L-methionine = (2R,3R,5S,6R)-6-(ethyl)-2-(S-pantetheinyl)-carbapenam-3-carboxylate + 5'-deoxyadenosine + L-methionine + A + S-adenosyl-L-homocysteine + 2 H(+); Xref=Rhea:RHEA:79663, ChEBI:CHEBI:13193, ChEBI:CHEBI:15378, ChEBI:CHEBI:17319, ChEBI:CHEBI:17499, ChEBI:CHEBI:57844, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:230521, ChEBI:CHEBI:230522; EC=2.1.1.394; Evidence={ECO:0000269|PubMed:26240322, ECO:0000269|PubMed:31774078}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:79664; Evidence={ECO:0000269|PubMed:26240322};"
Q83YH3,"CATALYTIC ACTIVITY: Reaction=spheroidene + 4 reduced [2Fe-2S]-[ferredoxin] + 2 O2 + 4 H(+) = spheroiden-2-one + 4 oxidized [2Fe-2S]-[ferredoxin] + 3 H2O; Xref=Rhea:RHEA:33027, Rhea:RHEA-COMP:10000, Rhea:RHEA-COMP:10001, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:33737, ChEBI:CHEBI:33738, ChEBI:CHEBI:35330, ChEBI:CHEBI:62480; EC=1.14.15.9; Evidence={ECO:0000269|PubMed:19136077}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:33028; Evidence={ECO:0000305|PubMed:19136077}; CATALYTIC ACTIVITY: Reaction=spirilloxanthin + 4 reduced [2Fe-2S]-[ferredoxin] + 2 O2 + 4 H(+) = 2-oxospirilloxanthin + 4 oxidized [2Fe-2S]-[ferredoxin] + 3 H2O; Xref=Rhea:RHEA:33039, Rhea:RHEA-COMP:10000, Rhea:RHEA-COMP:10001, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:33737, ChEBI:CHEBI:33738, ChEBI:CHEBI:35328, ChEBI:CHEBI:64792; EC=1.14.15.9; Evidence={ECO:0000269|PubMed:19136077}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:33040; Evidence={ECO:0000305|PubMed:19136077}; CATALYTIC ACTIVITY: Reaction=2-oxospirilloxanthin + 4 reduced [2Fe-2S]-[ferredoxin] + 2 O2 + 4 H(+) = 2,2'-dioxospirilloxanthin + 4 oxidized [2Fe-2S]-[ferredoxin] + 3 H2O; Xref=Rhea:RHEA:33035, Rhea:RHEA-COMP:10000, Rhea:RHEA-COMP:10001, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:33737, ChEBI:CHEBI:33738, ChEBI:CHEBI:64792, ChEBI:CHEBI:64793; EC=1.14.15.9; Evidence={ECO:0000269|PubMed:19136077}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:33036; Evidence={ECO:0000305|PubMed:19136077}; CATALYTIC ACTIVITY: Reaction=spheroidene + 2 reduced [2Fe-2S]-[ferredoxin] + O2 + 2 H(+) = 2-hydroxyspheroidene + 2 oxidized [2Fe-2S]-[ferredoxin] + H2O; Xref=Rhea:RHEA:49328, Rhea:RHEA-COMP:10000, Rhea:RHEA-COMP:10001, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:33737, ChEBI:CHEBI:33738, ChEBI:CHEBI:35330, ChEBI:CHEBI:91221; Evidence={ECO:0000305|PubMed:19136077}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:49329; Evidence={ECO:0000305|PubMed:19136077}; CATALYTIC ACTIVITY: Reaction=2-hydroxyspheroidene + 2 reduced [2Fe-2S]-[ferredoxin] + O2 + 2 H(+) = 2,2-dihydroxyspheroidene + 2 oxidized [2Fe-2S]-[ferredoxin] + H2O; Xref=Rhea:RHEA:49332, Rhea:RHEA-COMP:10000, Rhea:RHEA-COMP:10001, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:33737, ChEBI:CHEBI:33738, ChEBI:CHEBI:91221, ChEBI:CHEBI:91223; Evidence={ECO:0000305|PubMed:19136077}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:49333; Evidence={ECO:0000305|PubMed:19136077}; CATALYTIC ACTIVITY: Reaction=2,2-dihydroxyspheroidene = spheroiden-2-one + H2O; Xref=Rhea:RHEA:49336, ChEBI:CHEBI:15377, ChEBI:CHEBI:62480, ChEBI:CHEBI:91223; Evidence={ECO:0000305|PubMed:19136077}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:49337; Evidence={ECO:0000305|PubMed:19136077}; CATALYTIC ACTIVITY: Reaction=spirilloxanthin + 2 reduced [2Fe-2S]-[ferredoxin] + O2 + 2 H(+) = 2-hydroxyspirilloxanthin + 2 oxidized [2Fe-2S]-[ferredoxin] + H2O; Xref=Rhea:RHEA:49340, Rhea:RHEA-COMP:10000, Rhea:RHEA-COMP:10001, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:33737, ChEBI:CHEBI:33738, ChEBI:CHEBI:35328, ChEBI:CHEBI:91227; Evidence={ECO:0000305|PubMed:19136077}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:49341; Evidence={ECO:0000305|PubMed:19136077}; CATALYTIC ACTIVITY: Reaction=2-hydroxyspirilloxanthin + 2 reduced [2Fe-2S]-[ferredoxin] + O2 + 2 H(+) = 2,2-dihydroxyspirilloxanthin + 2 oxidized [2Fe-2S]-[ferredoxin] + H2O; Xref=Rhea:RHEA:49344, Rhea:RHEA-COMP:10000, Rhea:RHEA-COMP:10001, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:33737, ChEBI:CHEBI:33738, ChEBI:CHEBI:91227, ChEBI:CHEBI:91228; Evidence={ECO:0000305|PubMed:19136077}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:49345; Evidence={ECO:0000305|PubMed:19136077}; CATALYTIC ACTIVITY: Reaction=2,2-dihydroxyspirilloxanthin = 2-oxospirilloxanthin + H2O; Xref=Rhea:RHEA:49348, ChEBI:CHEBI:15377, ChEBI:CHEBI:64792, ChEBI:CHEBI:91228; Evidence={ECO:0000305|PubMed:19136077}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:49349; Evidence={ECO:0000305|PubMed:19136077}; CATALYTIC ACTIVITY: Reaction=2-oxospirilloxanthin + 2 reduced [2Fe-2S]-[ferredoxin] + O2 + 2 H(+) = 2'-hydroxy-2-oxospirilloxanthin + 2 oxidized [2Fe-2S]-[ferredoxin] + H2O; Xref=Rhea:RHEA:49352, Rhea:RHEA-COMP:10000, Rhea:RHEA-COMP:10001, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:33737, ChEBI:CHEBI:33738, ChEBI:CHEBI:64792, ChEBI:CHEBI:91229; Evidence={ECO:0000305|PubMed:19136077}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:49353; Evidence={ECO:0000305|PubMed:19136077}; CATALYTIC ACTIVITY: Reaction=2'-hydroxy-2-oxospirilloxanthin + 2 reduced [2Fe-2S]-[ferredoxin] + O2 + 2 H(+) = 2',2'-dihydroxy-2-oxospirilloxanthin + 2 oxidized [2Fe-2S]-[ferredoxin] + H2O; Xref=Rhea:RHEA:49356, Rhea:RHEA-COMP:10000, Rhea:RHEA-COMP:10001, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:33737, ChEBI:CHEBI:33738, ChEBI:CHEBI:91229, ChEBI:CHEBI:91230; Evidence={ECO:0000305|PubMed:19136077}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:49357; Evidence={ECO:0000305|PubMed:19136077}; CATALYTIC ACTIVITY: Reaction=2',2'-dihydroxy-2-oxospirilloxanthin = 2,2'-dioxospirilloxanthin + H2O; Xref=Rhea:RHEA:49360, ChEBI:CHEBI:15377, ChEBI:CHEBI:64793, ChEBI:CHEBI:91230; Evidence={ECO:0000305|PubMed:19136077}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:49361; Evidence={ECO:0000305|PubMed:19136077};"
Q88NV1,"CATALYTIC ACTIVITY: Reaction=Couples ATP hydrolysis with the unwinding of duplex DNA by translocating in the 3'-5' direction.; EC=5.6.2.4; Evidence={ECO:0000269|PubMed:30224353}; CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + phosphate + H(+); Xref=Rhea:RHEA:13065, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=5.6.2.4; Evidence={ECO:0000269|PubMed:30224353};"
Q8I266,"CATALYTIC ACTIVITY: Reaction=cholesterol(in) = cholesterol(out); Xref=Rhea:RHEA:39747, ChEBI:CHEBI:16113; Evidence={ECO:0000269|PubMed:39693420};"
Q8I3M7,"CATALYTIC ACTIVITY: Reaction=Fe(2+)(in) = Fe(2+)(out); Xref=Rhea:RHEA:28486, ChEBI:CHEBI:29033; Evidence={ECO:0000250|UniProtKB:A0A077Y877};"
Q8IBB7,"CATALYTIC ACTIVITY: Reaction=folate(in) + H(+)(in) = folate(out) + H(+)(out); Xref=Rhea:RHEA:70159, ChEBI:CHEBI:15378, ChEBI:CHEBI:62501; Evidence={ECO:0000305|PubMed:21998306};"
Q8IBI5,"CATALYTIC ACTIVITY: Reaction=(sulfur carrier)-H + L-cysteine = (sulfur carrier)-SH + L-alanine; Xref=Rhea:RHEA:43892, Rhea:RHEA-COMP:14737, Rhea:RHEA-COMP:14739, ChEBI:CHEBI:29917, ChEBI:CHEBI:35235, ChEBI:CHEBI:57972, ChEBI:CHEBI:64428; EC=2.8.1.7; Evidence={ECO:0000269|PubMed:34032321}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:43893; Evidence={ECO:0000305};"
Q8IIK1,"CATALYTIC ACTIVITY: Reaction=folate(in) + H(+)(in) = folate(out) + H(+)(out); Xref=Rhea:RHEA:70159, ChEBI:CHEBI:15378, ChEBI:CHEBI:62501; Evidence={ECO:0000305|PubMed:21998306}; CATALYTIC ACTIVITY: Reaction=(6S)-5-methyl-5,6,7,8-tetrahydrofolate(in) + H(+)(in) = (6S)-5-methyl-5,6,7,8-tetrahydrofolate(out) + H(+)(out); Xref=Rhea:RHEA:70167, ChEBI:CHEBI:15378, ChEBI:CHEBI:18608; Evidence={ECO:0000305|PubMed:21998306};"
Q8IPZ3,"CATALYTIC ACTIVITY: Reaction=a quinone + NADH + H(+) = a quinol + NAD(+); Xref=Rhea:RHEA:46160, ChEBI:CHEBI:15378, ChEBI:CHEBI:24646, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:132124; EC=1.6.5.2; Evidence={ECO:0000250|UniProtKB:Q8WWV3}; CATALYTIC ACTIVITY: Reaction=a quinone + NADPH + H(+) = a quinol + NADP(+); Xref=Rhea:RHEA:46164, ChEBI:CHEBI:15378, ChEBI:CHEBI:24646, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349, ChEBI:CHEBI:132124; EC=1.6.5.2; Evidence={ECO:0000250|UniProtKB:Q8WWV3};"
